Tools,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473734,1480.418,1,OK,79.3197029,-46.0794484,133.299049,29.409,-88.92,-3.635,0.0587648,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473742,1480.443,1,OK,79.4806315,-46.1201268,132.8960009,29.349,-89.221,-3.666,0.0496463,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473750,1480.468,1,OK,79.3062165,-46.2878625,132.5212375,29.391,-89.846,-3.736,0.0260463,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473758,1480.493,1,OK,79.1006545,-46.2362089,132.0190613,29.48,-90.798,-4.193,0.0630912,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473766,1480.518,1,OK,78.9664186,-46.1462018,131.5919179,29.502,-91.902,-4.849,0.1232821,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473774,1480.543,1,OK,78.7112474,-46.1230905,131.5028279,29.535,-92.504,-4.956,0.1000517,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473782,1480.568,1,OK,78.2987861,-45.873785,131.6962902,29.459,-92.927,-4.8,0.0288821,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473790,1480.593,1,OK,77.8195371,-46.0670362,131.6364748,29.251,-93.772,-5.925,0.0995113,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473798,1480.618,1,OK,77.2133135,-45.9670619,132.0035796,28.998,-94.255,-6.562,0.0913887,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473806,1480.643,1,OK,77.0531304,-45.6935284,132.0976836,28.736,-94.527,-6.865,0.0546679,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473814,1480.668,1,OK,76.7553669,-45.6179386,132.159442,28.617,-94.886,-7.336,0.0575595,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473822,1480.693,1,OK,76.0375132,-46.0042436,132.3909122,28.499,-95.475,-8.051,0.1302961,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473830,1480.718,1,OK,76.0489512,-45.5511256,132.6770767,28.255,-95.442,-8.098,0.0520192,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473838,1480.743,1,OK,75.6850116,-45.901488,132.658062,28.184,-95.636,-8.493,0.0890784,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473846,1480.768,1,OK,75.6791826,-45.7222057,132.5852678,27.993,-95.687,-8.571,0.0567762,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473854,1480.793,1,OK,75.7381467,-45.5572779,132.382513,27.899,-95.705,-8.608,0.0402497,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473862,1480.818,1,OK,75.8849133,-45.4234812,132.0722452,27.775,-95.739,-8.695,0.0438838,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473870,1480.843,1,OK,75.7963127,-45.3683346,131.9226284,27.535,-95.937,-9.129,0.0657874,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473878,1480.868,1,OK,74.5750114,-45.0178122,133.1178176,26.51,-96.413,-10.392,0.0465176,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473886,1480.893,1,OK,73.5692037,-44.584181,134.1953844,25.913,-96.963,-11.666,0.0484822,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473894,1480.918,1,OK,73.8636029,-44.6144024,133.9094977,25.776,-96.838,-11.791,0.0331752,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473902,1480.943,1,OK,74.0485097,-44.6729588,133.7137474,25.818,-96.852,-11.809,0.0376124,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473910,1480.968,1,OK,74.0101568,-44.806499,133.7023734,25.887,-96.885,-11.811,0.0337945,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473918,1480.993,1,OK,74.1044509,-44.8535177,133.5972764,25.86,-96.884,-11.848,0.0335038,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473926,1481.018,1,OK,74.117178,-44.9570396,133.5260998,25.862,-96.897,-11.841,0.0302243,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473934,1481.043,1,OK,74.1980974,-44.8902045,133.5554737,25.73,-96.922,-11.858,0.050156,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473942,1481.068,1,OK,74.0107366,-44.9867795,133.4487157,26.064,-96.885,-11.593,0.0998129,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473950,1481.093,1,OK,74.25522,-43.953745,134.4672259,24.606,-96.815,-12.768,0.1919172,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473958,1481.118,1,OK,73.3711688,-44.654824,134.7170413,24.305,-97.054,-13.035,0.0732721,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473966,1481.143,1,OK,73.6181296,-44.319268,134.8488679,23.818,-97.097,-13.341,0.1524602,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473974,1481.168,1,OK,73.3011634,-44.4709938,135.0451012,23.61,-97.304,-13.536,0.131632,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473982,1481.193,1,OK,73.4342425,-44.3212927,134.968015,23.28,-97.392,-13.701,0.1451382,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473990,1481.218,1,OK,73.355682,-44.2895424,134.9718891,22.796,-97.443,-13.956,0.1363498,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,473998,1481.243,1,OK,73.3448514,-43.4140605,136.7360234,20.637,-96.696,-14.958,0.3116576,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474006,1481.268,1,OK,72.0936392,-44.2893462,137.6103003,20.007,-95.916,-16.003,0.1471977,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474014,1481.293,1,OK,72.4426977,-44.5340992,137.1374804,19.809,-95.816,-16.381,0.0983329,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474022,1481.318,1,OK,72.5135948,-44.6450066,136.947289,19.794,-95.795,-16.391,0.085427,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474030,1481.343,1,OK,72.6457364,-44.7007675,136.8484773,19.717,-95.728,-16.435,0.0776931,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474038,1481.368,1,OK,72.5018645,-44.5778197,137.1585247,19.585,-95.598,-16.459,0.0892771,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474046,1481.393,1,OK,72.523075,-44.5135273,137.2516321,19.547,-95.611,-16.593,0.0835899,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474054,1481.418,1,OK,72.4241429,-44.7214364,137.3598651,19.498,-95.264,-16.597,0.0408789,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474062,1481.443,1,OK,72.671049,-43.8735655,139.9687915,17,-93.54,-17.498,0.2413009,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474070,1481.468,1,OK,71.4365182,-44.8291514,140.8550302,15.825,-91.96,-19.599,0.0366925,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474078,1481.493,1,OK,71.668047,-44.3662314,140.9501643,15.375,-91.409,-19.425,0.0789764,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474086,1481.518,1,OK,71.8769579,-44.3213455,140.3431993,15.152,-91.084,-19.776,0.0414139,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474094,1481.543,1,OK,71.9366009,-44.1945083,139.8328344,15.252,-90.686,-19.735,0.0214435,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474102,1481.568,1,OK,72.2025225,-43.9968658,139.451655,15.032,-90.243,-19.72,0.0359476,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474110,1481.593,1,OK,72.2024399,-43.7480421,140.4520859,14.154,-89.03,-19.525,0.0770399,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474118,1481.618,1,OK,72.3690069,-44.0475092,140.5847311,13.63,-88.177,-20.051,0.036416,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474126,1481.643,1,OK,72.575095,-44.0421785,140.8744354,13.447,-87.604,-19.863,0.0440511,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474134,1481.668,1,OK,72.7046906,-44.095495,140.9446879,13.272,-87.333,-19.852,0.0507727,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474142,1481.693,1,OK,72.7345258,-44.1765897,141.1342977,13.195,-87.027,-19.701,0.0478433,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474150,1481.718,1,OK,72.9355843,-44.2412911,141.0780705,13.074,-86.679,-19.653,0.0338934,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474158,1481.743,1,OK,73.1348344,-44.3623523,141.140406,12.967,-86.258,-19.447,0.0309559,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474166,1481.768,1,OK,73.3207397,-44.4651442,141.3198004,12.754,-85.797,-19.113,0.0316539,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474174,1481.793,1,OK,74.0709106,-43.8378019,141.1345574,12.484,-85.489,-19.581,0.0900431,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474182,1481.818,1,OK,74.0753237,-43.8499233,141.4177695,12.33,-85.302,-19.516,0.0975589,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474190,1481.843,1,OK,73.6386347,-44.7019201,142.0722276,12.234,-84.806,-18.324,0.0285931,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474198,1481.868,1,OK,74.3181286,-45.2180173,142.2688153,11.9,-83.24,-17.446,0.0243458,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474206,1481.893,1,OK,74.7641791,-45.4509696,142.5630149,10.87,-82.223,-16.684,0.0324914,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474214,1481.918,1,OK,74.9482069,-45.4272387,143.1572745,9.595,-81.302,-16.419,0.0463266,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474222,1481.943,1,OK,74.7656442,-45.5160259,143.6250173,8.873,-80.632,-16.404,0.0416093,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474230,1481.968,1,OK,74.7131046,-45.3781474,143.7022019,8.826,-80.277,-16.266,0.0354916,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474238,1481.993,1,OK,74.5261293,-45.3316966,143.9984487,8.767,-80.178,-16.195,0.0298242,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474246,1482.018,1,OK,74.1591627,-45.4839435,144.610032,8.791,-80.097,-16.139,0.0264691,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474254,1482.043,1,OK,74.2139459,-45.6944695,145.1127777,8.758,-79.9,-15.974,0.0271889,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474262,1482.068,1,OK,74.888961,-45.9692229,145.3633869,8.617,-79.469,-14.954,0.0986997,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474270,1482.093,1,OK,75.0661784,-46.5114876,145.5835609,8.645,-78.676,-14.675,0.0347728,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474278,1482.118,1,OK,74.8669419,-46.6702405,146.0059045,8.676,-78.674,-14.67,0.0312065,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474286,1482.143,1,OK,74.7438915,-46.981459,146.3168505,8.797,-78.422,-14.707,0.0139469,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474294,1482.168,1,OK,76.3693336,-47.3745961,145.4904101,9.323,-77.771,-12.823,0.1209894,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474302,1482.193,1,OK,77.5248252,-48.2245496,144.6655318,10.102,-76.147,-11.569,0.0189324,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474310,1482.218,1,OK,78.1662014,-48.5383214,144.2661538,10.759,-75.602,-10.884,0.0201049,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474318,1482.243,1,OK,78.2751285,-48.6542495,144.2528835,11.146,-75.212,-10.431,0.0117542,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474326,1482.268,1,OK,77.9651494,-48.8101036,144.6593855,11.381,-75.072,-10.18,0.0097313,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474334,1482.293,1,OK,77.8731603,-48.9374596,144.9483052,11.698,-74.722,-9.514,0.0266058,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474342,1482.318,1,OK,78.2956532,-49.3702876,144.7147681,12.27,-74.364,-8.951,0.0140876,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474350,1482.343,1,OK,78.7471749,-49.6106193,144.5938136,12.556,-73.791,-7.696,0.0178389,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474358,1482.368,1,OK,80.0168272,-49.8109321,143.6607365,13.149,-73.256,-6.817,0.0566436,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474366,1482.393,1,OK,80.0729874,-49.8799033,143.5607799,13.458,-72.745,-6.174,0.0243804,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474374,1482.418,1,OK,80.6914714,-49.9956794,142.6841312,14.19,-72.75,-5.102,0.037867,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474382,1482.443,1,OK,81.6348604,-50.0701026,141.5855611,14.946,-72.743,-4.077,0.0512088,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474390,1482.468,1,OK,81.5277918,-50.5119546,141.4511298,15.791,-72.628,-2.66,0.0525458,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474398,1482.493,1,OK,82.5610604,-50.7378154,140.2729912,16.794,-73.206,-2.036,0.0305994,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474406,1482.518,1,OK,82.4137391,-50.9477079,140.1464843,17.573,-73.497,-1.366,0.0159463,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474414,1482.543,1,OK,82.6568164,-51.0572002,139.6301224,18.196,-73.762,-0.673,0.0247204,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474422,1482.568,1,OK,82.8456742,-51.254394,138.9524086,19.05,-74.382,-0.066,0.0125306,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474430,1482.593,1,OK,83.2544388,-51.2311497,138.1745863,19.958,-74.995,0.367,0.0211724,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474438,1482.618,1,OK,83.2938384,-51.3095622,137.6902869,20.791,-75.672,0.833,0.0167455,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474446,1482.643,1,OK,83.1792702,-51.350135,137.2607641,21.702,-76.469,1.365,0.0215468,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474454,1482.668,1,OK,83.3588492,-51.3484126,136.3873981,22.731,-77.528,2.194,0.0205845,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474462,1482.693,1,OK,83.3182954,-51.479542,135.7904468,23.603,-78.539,2.743,0.0062455,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474470,1482.718,1,OK,83.2595981,-51.3418446,135.5665672,24.085,-79.075,3.02,0.0433268,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474478,1482.743,1,OK,83.2456467,-51.3900445,135.0580852,24.593,-79.912,3.027,0.0242082,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474486,1482.768,1,OK,83.2965407,-51.3400179,134.3098433,25.229,-80.917,3.541,0.0310103,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474494,1482.793,1,OK,83.1725173,-51.3426748,133.7669444,25.822,-81.534,4.309,0.0888509,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474502,1482.818,1,OK,83.7282301,-51.2267548,132.9852899,26.01,-82.193,4.391,0.0539445,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474510,1482.843,1,OK,83.4913327,-51.2221908,132.8911103,26.355,-82.349,4.734,0.1104941,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474518,1482.868,1,OK,83.7029756,-51.154979,132.331277,26.569,-82.966,4.852,0.0973814,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474526,1482.893,1,OK,83.6485488,-51.2391066,132.0833662,26.666,-83.105,4.851,0.0894608,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474534,1482.918,1,OK,83.4538774,-51.6524892,131.4343008,26.94,-84.005,4.652,0.0456165,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474542,1482.943,1,OK,83.2326286,-51.1516762,130.8179316,27.615,-85.001,5.325,0.0930561,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474550,1482.968,1,OK,83.203042,-50.6052319,130.5788602,27.911,-85.542,5.699,0.156743,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474558,1482.993,1,OK,83.4103202,-50.8650151,130.2781037,27.908,-85.813,5.459,0.0868492,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474566,1483.018,1,OK,83.2593395,-50.461451,130.3083167,28.023,-85.838,5.514,0.1550951,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474574,1483.043,1,OK,82.7469256,-50.622268,130.0679572,28.043,-87.043,5.158,0.0968601,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474582,1483.068,1,OK,82.5219001,-50.3992127,129.6031607,28.258,-88.491,4.654,0.0463702,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474590,1483.093,1,OK,82.595255,-50.2543022,128.9681506,28.545,-89.378,4.458,0.0216539,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474598,1483.118,1,OK,82.6106598,-50.2658246,128.5555423,28.613,-90.024,4.496,0.0114454,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474606,1483.143,1,OK,82.2573004,-50.2198164,128.3906022,28.598,-90.794,3.961,0.0196424,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474614,1483.168,1,OK,81.871588,-49.9202109,128.2808499,28.58,-91.867,2.708,0.0859828,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474622,1483.193,1,OK,81.1650348,-49.6640647,128.4283621,28.819,-92.442,1.781,0.0650672,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474630,1483.218,1,OK,80.7895231,-49.5644856,128.3425183,29.144,-92.982,0.783,0.0824836,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474638,1483.243,1,OK,80.4593324,-49.4897427,128.2259286,29.316,-93.423,0.02,0.0799287,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474646,1483.268,1,OK,80.257082,-49.1151731,128.1396064,29.412,-93.716,-0.534,0.0356236,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474654,1483.293,1,OK,80.1531854,-49.0982884,127.7985155,29.465,-94.17,-1.276,0.0793365,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474662,1483.318,1,OK,79.9535349,-49.0573249,127.7478476,29.478,-94.486,-1.245,0.0496165,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474670,1483.343,1,OK,80.2393662,-48.8919555,127.4161973,29.366,-94.699,-1.341,0.0563703,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474678,1483.368,1,OK,80.0946837,-49.19861,127.5316232,29.287,-94.854,-1.444,0.0747879,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474686,1483.393,1,OK,79.7590503,-49.5625472,127.9258518,29.276,-95.001,-1.528,0.0759859,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474694,1483.418,1,OK,80.0086959,-49.3805691,127.8737909,29.509,-94.661,-0.692,0.1372399,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474702,1483.443,1,OK,80.000289,-49.3784968,127.8706359,29.459,-94.773,-0.95,0.1292083,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474710,1483.468,1,OK,79.9271953,-49.4389487,127.8248418,29.474,-94.883,-1.086,0.1134423,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474718,1483.493,1,OK,79.9031187,-49.562492,127.7060851,29.515,-94.995,-1.142,0.1162468,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474726,1483.518,1,OK,79.7138495,-49.6365398,127.6865264,29.569,-95.188,-1.176,0.0976708,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474734,1483.543,1,OK,79.8216373,-50.0495083,127.2550645,29.629,-95.594,-1.093,0.1961433,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474742,1483.568,1,OK,80.5275871,-51.2766127,125.8233529,29.855,-96.242,-0.324,0.5445993,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474750,1483.593,1,OK,79.1944669,-49.8641406,127.6826591,29.58,-96.145,-1.681,0.1318146,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474758,1483.618,1,OK,79.354544,-49.8506749,127.6449903,29.502,-96.101,-1.765,0.123708,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474766,1483.643,1,OK,79.5249344,-49.8078435,127.579242,29.411,-96.064,-1.896,0.11995,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474774,1483.668,1,OK,78.7479893,-49.4309322,128.0397564,29.349,-96.346,-2.236,0.0267803,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474782,1483.693,1,OK,78.9855325,-49.754107,127.5641661,29.259,-97.195,-2.954,0.2272582,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474790,1483.718,1,OK,78.7061183,-49.450437,127.8954169,28.994,-97.533,-3.389,0.1789389,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474798,1483.743,1,OK,78.5714219,-49.2770451,128.0769867,28.86,-97.665,-3.63,0.1371398,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474806,1483.768,1,OK,78.2079375,-48.8886736,128.5598614,28.672,-97.747,-3.99,0.0633157,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474814,1483.793,1,OK,77.3155273,-49.229753,129.1794949,28.201,-98.723,-5.36,0.0472069,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474822,1483.818,1,OK,76.2700953,-49.4546397,129.9241247,27.861,-98.973,-6.988,0.0745797,0
