Tools,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474830,1483.843,1,OK,76.2918866,-49.0272071,130.2229196,27.704,-99.29,-7.727,0.0551276,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474838,1483.868,1,OK,76.5588973,-49.0981527,129.8163332,27.665,-99.33,-8.007,0.0712288,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474846,1483.893,1,OK,77.1266156,-49.1529818,129.1062612,28.068,-99.178,-6.54,0.2061572,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474854,1483.918,1,OK,76.5456056,-48.5963615,129.5321862,27.108,-99.777,-8.418,0.0433136,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474862,1483.943,1,OK,76.2137971,-48.5248494,129.4404105,26.824,-100.51,-9.263,0.0901667,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474870,1483.968,1,OK,75.6400073,-48.9741549,129.2596939,26.709,-101.261,-10.217,0.1925006,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474878,1483.993,1,OK,75.0496286,-49.0364483,129.2894201,26.452,-102.13,-10.886,0.2576217,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474886,1484.018,1,OK,75.0559675,-48.2827799,129.8483267,26.174,-101.966,-10.61,0.0696787,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474894,1484.043,1,OK,75.2328395,-48.3155277,129.5543614,26.129,-102.015,-10.744,0.0923488,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474902,1484.068,1,OK,74.997041,-48.6533595,129.5096328,26.179,-102.045,-10.945,0.1394664,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474910,1484.093,1,OK,75.3107943,-48.2046008,129.5921365,25.913,-102.029,-10.912,0.0739591,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474918,1484.118,1,OK,75.2859826,-48.3668469,129.4749326,25.906,-102.025,-11.066,0.1082894,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474926,1484.143,1,OK,75.1138196,-48.4290079,129.6205359,26.425,-101.979,-10.093,0.1452949,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474934,1484.168,1,OK,75.0653514,-48.4732078,129.4843866,26.417,-102.083,-10.12,0.1410425,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474942,1484.193,1,OK,74.9942586,-48.5002785,129.3418313,26.437,-102.23,-10.159,0.1390587,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474950,1484.218,1,OK,74.8549231,-48.5646023,129.1551921,26.492,-102.428,-10.176,0.164198,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474958,1484.243,1,OK,75.6465793,-47.6206286,128.4971747,25.426,-102.23,-11.377,0.0914788,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474966,1484.268,1,OK,75.4151369,-47.5817919,128.6514323,25.37,-102.252,-11.323,0.0842424,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474974,1484.293,1,OK,75.5727189,-46.1283719,129.7813787,24.311,-102.305,-10.796,0.2021366,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474982,1484.318,1,OK,73.4611959,-47.139114,131.1307747,22.916,-101.616,-13.839,0.0901391,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474990,1484.343,1,OK,72.123829,-45.5183673,134.138523,20.235,-101.259,-15.414,0.2163737,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,474998,1484.368,1,OK,72.4536024,-45.2105779,133.5378277,19.864,-101.152,-15.742,0.2159363,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475006,1484.393,1,OK,72.7975744,-45.2349611,132.5376657,20.13,-101.188,-15.766,0.160347,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475014,1484.418,1,OK,73.1566136,-44.96661,132.0788003,20.099,-101.245,-15.697,0.1742523,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475022,1484.443,1,OK,73.6876271,-44.7323153,131.4952409,20.114,-101.203,-15.741,0.1703045,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475030,1484.468,1,OK,73.8093646,-44.7799382,131.3221303,20.189,-101.255,-15.717,0.155029,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475038,1484.493,1,OK,73.7625138,-45.1708777,131.1018375,20.06,-101.225,-15.677,0.0761177,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475046,1484.518,1,OK,73.1090279,-44.4300481,133.3892938,18.058,-100.809,-17.143,0.2100094,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475054,1484.543,1,OK,71.8532398,-45.0428695,133.9594019,16.889,-100.918,-18.419,0.058801,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475062,1484.568,1,OK,71.9450345,-44.7219884,133.9969869,16.035,-100.929,-18.471,0.0890516,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475070,1484.593,1,OK,72.0058674,-44.6438604,133.5971708,15.769,-100.888,-18.603,0.0765621,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475078,1484.618,1,OK,72.2757051,-44.4813228,133.1102005,15.683,-100.868,-18.662,0.0749745,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475086,1484.643,1,OK,72.1910351,-44.5759939,132.9891699,15.511,-100.85,-18.781,0.0507297,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475094,1484.668,1,OK,72.1164611,-44.4139689,134.3211968,14.065,-100.287,-20.235,0.1036141,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475102,1484.693,1,OK,70.2762254,-44.6055111,137.204878,11.654,-99.411,-20.751,0.0926127,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475110,1484.718,1,OK,69.6219676,-44.882945,138.0328239,10.542,-99.278,-21.36,0.0498824,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475118,1484.743,1,OK,69.3002392,-45.0119286,138.5160298,10.103,-99.319,-21.505,0.0470611,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475126,1484.768,1,OK,69.4458376,-45.0622031,139.0640954,9.403,-98.913,-21.524,0.0681909,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475134,1484.793,1,OK,69.0991622,-45.3835518,140.0829844,8.757,-98.365,-21.542,0.0570981,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475142,1484.818,1,OK,68.9635244,-45.6633408,140.8473482,8.356,-98.133,-21.572,0.0487955,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475150,1484.843,1,OK,68.7201289,-46.0680028,141.992417,7.985,-97.845,-21.454,0.0508336,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475158,1484.868,1,OK,68.5928487,-46.5077907,143.4238269,7.349,-97.201,-21.132,0.0510033,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475166,1484.893,1,OK,68.3968285,-46.9752635,144.8560707,6.521,-96.842,-20.919,0.0664288,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475174,1484.918,1,OK,67.9356901,-47.2789923,146.4864194,5.294,-96.554,-20.627,0.0828121,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475182,1484.943,1,OK,67.5687221,-47.8494293,148.0877367,3.156,-95.341,-20.666,0.0989824,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475190,1484.968,1,OK,67.55491,-48.418579,150.1914613,0.811,-93.238,-20.234,0.0601998,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475198,1484.993,1,OK,67.7650336,-48.3843592,151.0867801,-0.571,-92.345,-19.703,0.0516265,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475206,1485.018,1,OK,67.7494048,-48.3660299,151.2954398,-0.769,-91.931,-19.655,0.0456436,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475214,1485.043,1,OK,68.0864365,-48.4685838,151.9593045,-0.956,-90.788,-19.618,0.0659592,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475222,1485.068,1,OK,68.3848946,-48.743895,152.6867495,-1.309,-89.359,-19.507,0.0507953,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475230,1485.093,1,OK,68.3447776,-48.952312,153.4225273,-1.25,-88.745,-19.153,0.0641731,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475238,1485.118,1,OK,68.6898003,-49.1744439,153.7489984,-1.089,-88.04,-19.205,0.0593299,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475246,1485.143,1,OK,68.4890094,-49.3520501,154.4662782,-1.13,-87.462,-19.197,0.0344744,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475254,1485.168,1,OK,68.6224728,-49.4305077,154.7817945,-1.412,-87.086,-19.077,0.0393027,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475262,1485.193,1,OK,69.2127606,-49.7004735,154.971635,-1.473,-86.236,-18.798,0.0578775,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475270,1485.218,1,OK,69.7196822,-50.0240907,155.0109489,-1.391,-85.081,-18.517,0.0486328,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475278,1485.243,1,OK,70.2878084,-50.2761497,155.0237843,-1.214,-83.798,-18.174,0.0589496,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475286,1485.268,1,OK,71.0066518,-50.5415361,154.8869808,-1.284,-82.314,-17.838,0.0739391,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475294,1485.293,1,OK,71.7056005,-50.7424908,154.7730944,-1.019,-80.88,-17.763,0.072243,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475302,1485.318,1,OK,71.8107404,-50.8605658,155.0030675,-0.811,-79.958,-17.208,0.067046,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475310,1485.343,1,OK,71.7882109,-50.9833532,155.1900145,-0.438,-79.282,-17.005,0.0356321,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475318,1485.368,1,OK,72.2847132,-51.0429005,155.3527446,-0.617,-78.515,-16.166,0.0611296,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475326,1485.393,1,OK,73.1912386,-51.6570542,155.2196235,-0.206,-77.099,-15.404,0.0583262,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475334,1485.418,1,OK,73.7343225,-52.0094854,154.9829957,0.454,-75.979,-14.482,0.044166,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475342,1485.443,1,OK,74.8941455,-52.5594989,154.2549182,1.398,-74.873,-13.677,0.0500279,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475350,1485.468,1,OK,75.2786219,-52.8372598,154.0639997,2.132,-74.103,-13.076,0.0427172,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475358,1485.493,1,OK,75.2975751,-53.0666681,154.1560258,2.687,-73.624,-12.285,0.0429764,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475366,1485.518,1,OK,75.8721304,-53.6324075,153.727842,3.498,-72.928,-11.324,0.0198035,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475374,1485.543,1,OK,76.8535335,-54.0071011,152.9649229,4.256,-72.328,-10.374,0.0552515,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475382,1485.568,1,OK,77.7791806,-54.1663397,152.2172796,5.013,-71.605,-8.685,0.090633,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475390,1485.593,1,OK,78.4509262,-54.6836892,151.2953791,6.408,-71.027,-8.035,0.0278774,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475398,1485.618,1,OK,78.517987,-54.8457227,150.9988586,7.417,-70.928,-7.673,0.0265252,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475406,1485.643,1,OK,79.0694546,-54.9493534,150.639208,8.035,-70.313,-5.964,0.0831617,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475414,1485.668,1,OK,79.4479515,-55.5243775,150.5475918,8.47,-69.78,-5.239,0.0345232,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475422,1485.693,1,OK,79.2279944,-55.6177989,150.7281097,9.263,-69.459,-4.066,0.0402188,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475430,1485.718,1,OK,80.0168747,-56.0818892,149.7129122,10.685,-69.813,-3.044,0.0610314,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475438,1485.743,1,OK,79.5539262,-56.2542839,150.3238332,11.391,-69.791,-2.049,0.0516999,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475446,1485.768,1,OK,78.9923713,-56.3579223,151.3059155,11.568,-69.705,-1.827,0.041029,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475454,1485.793,1,OK,78.3579264,-56.4331914,152.2596783,11.689,-69.692,-1.671,0.0329511,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475462,1485.818,1,OK,79.9040936,-56.5793953,150.1893428,13.745,-70.341,0.613,0.1259861,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475470,1485.843,1,OK,81.2385105,-57.2731072,148.1002225,16.269,-71.478,1.635,0.0824862,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475478,1485.868,1,OK,80.266862,-57.5874992,149.141943,16.878,-71.62,2.505,0.0363138,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475486,1485.893,1,OK,79.9326444,-58.203159,149.1510532,17.769,-72.068,3.681,0.0215624,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475494,1485.918,1,OK,81.1960655,-58.498544,147.4418531,18.92,-73.059,4.786,0.0519499,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475502,1485.943,1,OK,80.9495991,-58.5534868,147.4992135,19.66,-73.27,5.577,0.0260655,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475510,1485.968,1,OK,80.7040603,-58.6464127,147.8550681,19.791,-73.43,5.766,0.0362437,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475518,1485.993,1,OK,80.4034144,-58.6974348,148.2210985,19.852,-73.457,5.847,0.04431,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475526,1486.018,1,OK,80.1212525,-58.8832536,148.467373,20.014,-73.623,6.007,0.0457002,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475534,1486.043,1,OK,79.9711699,-59.0432879,148.5943718,20.139,-73.641,6.125,0.0364468,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475542,1486.068,1,OK,80.3176455,-59.0616435,148.1990807,20.195,-73.662,6.177,0.0428161,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475550,1486.093,1,OK,80.1511141,-59.5455465,147.3440816,20.964,-74.6,6.097,0.0620585,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475558,1486.118,1,OK,81.4324382,-59.3673607,145.1866584,21.911,-76.077,7.436,0.0588949,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475566,1486.143,1,OK,81.8966629,-59.5070382,144.2141034,22.831,-77.158,8.874,0.0292098,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475574,1486.168,1,OK,82.6836959,-59.8643678,142.8697703,23.656,-78.789,10.052,0.0291534,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475582,1486.193,1,OK,83.5694353,-60.4670784,141.3743141,24.115,-81.029,11.042,0.1067284,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475590,1486.218,1,OK,84.6652214,-60.4068444,139.4069103,25.015,-82.341,11.9,0.0942704,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475598,1486.243,1,OK,84.7666883,-60.0465951,138.3682618,25.716,-83.036,13.271,0.0261233,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475606,1486.268,1,OK,84.4939083,-60.0777055,137.8932802,26.032,-84.532,13.395,0.0141657,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475614,1486.293,1,OK,83.9155283,-59.8219321,137.1928102,26.573,-86.173,13.688,0.0358472,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475622,1486.318,1,OK,84.4541812,-58.8851294,135.8729246,26.967,-87.019,14.493,0.1241814,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475630,1486.343,1,OK,84.5047768,-58.9889154,135.0829078,27.052,-88.56,13.703,0.0159477,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475638,1486.368,1,OK,83.6666981,-58.6041485,134.7115233,27.654,-90.281,13.006,0.0116308,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475646,1486.393,1,OK,83.7282829,-57.5054065,133.8172743,28.068,-92.018,13.437,0.1269957,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475654,1486.418,1,OK,83.0647744,-57.2993864,133.1603891,28.266,-93.291,13.832,0.1650947,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475662,1486.443,1,OK,82.4847566,-57.1222908,132.5269249,28.463,-94.503,14.055,0.2387182,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475670,1486.468,1,OK,83.8536927,-57.1374731,130.4127646,27.704,-96.516,12.976,0.0218054,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475678,1486.493,1,OK,83.6838022,-57.0254939,129.7299964,27.362,-97.959,12.051,0.0943827,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475686,1486.518,1,OK,82.8886665,-56.445365,129.6175937,27.274,-99.129,11.278,0.0713976,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475694,1486.543,1,OK,82.6419563,-55.9762264,129.0230386,27.102,-100.207,10.625,0.080651,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475702,1486.568,1,OK,81.9631904,-55.9642387,128.8515155,26.891,-101.059,10.586,0.0343682,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475710,1486.593,1,OK,82.2839178,-55.8164745,128.0241198,26.618,-101.906,10.039,0.0938323,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475718,1486.618,1,OK,81.0509983,-55.6655183,128.5788394,26.339,-102.848,9.526,0.0351241,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475726,1486.643,1,OK,80.1637516,-55.4839011,128.7437702,26.164,-104.077,8.012,0.1003739,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475734,1486.668,1,OK,80.2152925,-55.3262832,128.4259578,26.32,-104.326,7.55,0.0921301,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475742,1486.693,1,OK,80.3998009,-55.451803,128.0093928,26.233,-104.423,7.114,0.1160598,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475750,1486.718,1,OK,80.6542185,-55.2854234,127.678984,26.236,-104.387,7.184,0.0848776,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475758,1486.743,1,OK,80.9887909,-55.2231514,127.1484309,26.229,-104.416,7.216,0.0811233,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475766,1486.768,1,OK,81.253781,-55.0628236,126.6644564,26.241,-104.389,7.202,0.0777474,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475774,1486.793,1,OK,80.0357883,-55.9902539,127.4966509,26.991,-104.57,8.605,0.16563,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475782,1486.818,1,OK,80.2926393,-55.8674644,127.2259097,26.837,-104.551,8.386,0.152909,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475790,1486.843,1,OK,80.532398,-55.8613338,126.8813878,26.757,-104.614,8.149,0.174972,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475798,1486.868,1,OK,80.1678183,-55.4311041,127.3194444,26.358,-104.801,7.104,0.1664962,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475806,1486.893,1,OK,80.0216743,-54.9726852,127.6641258,26.188,-105.094,5.719,0.2062158,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475814,1486.918,1,OK,79.9943933,-54.7083447,127.8367024,26.065,-104.877,5.015,0.1995576,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475822,1486.943,1,OK,79.3765644,-54.6588703,128.2899647,25.96,-105.034,2.565,0.1047415,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475830,1486.968,1,OK,79.5566982,-54.738832,128.1138482,26.033,-104.971,2.515,0.0934798,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475838,1486.993,1,OK,79.7543233,-54.6130189,127.9583358,26.139,-104.851,2.247,0.0850246,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475846,1487.018,1,OK,79.4103121,-54.9074005,128.2033666,26.225,-104.905,1.707,0.1288592,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475854,1487.043,1,OK,78.8128708,-55.2414271,128.7172097,26.14,-105.007,1.264,0.1496015,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475862,1487.068,1,OK,78.2312371,-54.5760073,129.5237007,26.107,-105.171,0.928,0.039068,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475870,1487.093,1,OK,78.1216012,-54.723224,129.3974998,25.936,-105.553,-0.121,0.1326143,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475878,1487.118,1,OK,77.8479916,-54.4650263,129.8712753,25.86,-105.635,0.009,0.0428457,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475886,1487.143,1,OK,78.1154822,-54.5713634,129.5042185,25.763,-105.82,-0.602,0.0950671,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475894,1487.168,1,OK,78.5469893,-54.6641778,129.0091936,25.908,-105.585,0.609,0.2045923,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475902,1487.193,1,OK,78.560024,-54.3409728,129.3225369,25.588,-105.627,0.15,0.1467547,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475910,1487.218,1,OK,78.457232,-54.7634793,128.9868453,25.747,-105.697,-0.055,0.2484716,0
1,Port 0x0A: NDI-MF2 610065   T6E0-S00313  s/n:3AB2EC00 Channel:0,475918,1487.243,1,OK,78.2304364,-54.6437917,129.1644878,25.659,-105.779,-0.335,0.1829233,0
